districtid,monthid,dose1,dose2
GA_South Goa,15,121192,1960
GA_South Goa,16,207864,44474
GA_South Goa,17,79743,77097
GJ_Ahmedabad,1,0,0
GJ_Ahmedabad,2,0,0
GJ_Ahmedabad,3,0,0
GJ_Ahmedabad,4,0,0
GJ_Ahmedabad,5,0,0
GJ_Ahmedabad,6,0,0
GJ_Ahmedabad,7,0,0
GJ_Ahmedabad,8,0,0
GJ_Ahmedabad,9,0,0
GJ_Ahmedabad,10,0,0
GJ_Ahmedabad,11,0,0
GJ_Ahmedabad,12,93850,45027
GJ_Ahmedabad,13,586051,86001
GJ_Ahmedabad,14,365381,269089
GJ_Ahmedabad,15,856848,42952
GJ_Ahmedabad,16,605222,220167
GJ_Ahmedabad,17,692452,354425
GJ_Ahmedabad,1,0,0
GJ_Ahmedabad,2,0,0
GJ_Ahmedabad,3,0,0
GJ_Ahmedabad,4,0,0
GJ_Ahmedabad,5,0,0
GJ_Ahmedabad,6,0,0
GJ_Ahmedabad,7,0,0
GJ_Ahmedabad,8,0,0
GJ_Ahmedabad,9,0,0
GJ_Ahmedabad,10,0,0
GJ_Ahmedabad,11,0,0
GJ_Ahmedabad,12,93850,45027
GJ_Ahmedabad,13,586051,86001
GJ_Ahmedabad,14,365381,269089
GJ_Ahmedabad,15,856848,42952
GJ_Ahmedabad,16,605222,220167
GJ_Ahmedabad,17,692452,354425
GJ_Amreli,1,0,0
GJ_Amreli,2,0,0
GJ_Amreli,3,0,0
GJ_Amreli,4,0,0
GJ_Amreli,5,0,0
GJ_Amreli,6,0,0
GJ_Amreli,7,0,0
GJ_Amreli,8,0,0
GJ_Amreli,9,0,0
GJ_Amreli,10,0,0
GJ_Amreli,11,0,0
GJ_Amreli,12,32380,13449
GJ_Amreli,13,181997,13953
GJ_Amreli,14,20946,55069
GJ_Amreli,15,36228,27091
GJ_Amreli,16,102532,38864
GJ_Amreli,17,222952,73489
GJ_Anand,1,0,0
GJ_Anand,2,0,0
GJ_Anand,3,0,0
GJ_Anand,4,0,0
GJ_Anand,5,0,0
GJ_Anand,6,0,0
GJ_Anand,7,0,0
GJ_Anand,8,0,0
GJ_Anand,9,0,0
GJ_Anand,10,0,0
GJ_Anand,11,0,0
GJ_Anand,12,48001,14420
GJ_Anand,13,254297,27524
GJ_Anand,14,74380,90680
GJ_Anand,15,106897,30028
GJ_Anand,16,179140,54081
GJ_Anand,17,256581,83818
GJ_Aravalli,1,0,0
GJ_Aravalli,2,0,0
GJ_Aravalli,3,0,0
GJ_Aravalli,4,0,0
GJ_Aravalli,5,0,0
GJ_Aravalli,6,0,0
GJ_Aravalli,7,0,0
GJ_Aravalli,8,0,0
GJ_Aravalli,9,0,0
GJ_Aravalli,10,0,0
GJ_Aravalli,11,0,0
GJ_Aravalli,12,40509,12022
GJ_Aravalli,13,146473,18914
GJ_Aravalli,14,39147,55188
GJ_Aravalli,15,39476,30539
GJ_Aravalli,16,80472,20917
GJ_Aravalli,17,125700,43674
GJ_Banaskantha,1,0,0
GJ_Banaskantha,2,0,0
GJ_Banaskantha,3,0,0
GJ_Banaskantha,4,0,0
GJ_Banaskantha,5,0,0
GJ_Banaskantha,6,0,0
GJ_Banaskantha,7,0,0
GJ_Banaskantha,8,0,0
GJ_Banaskantha,9,0,0
GJ_Banaskantha,10,0,0
GJ_Banaskantha,11,0,0
GJ_Banaskantha,12,52810,12847
GJ_Banaskantha,13,406314,42465
GJ_Banaskantha,14,135692,79659
GJ_Banaskantha,15,99858,59434
GJ_Banaskantha,16,122009,92589
GJ_Banaskantha,17,499647,202203
GJ_Bharuch,1,0,0
GJ_Bharuch,2,0,0
GJ_Bharuch,3,0,0
GJ_Bharuch,4,0,0
GJ_Bharuch,5,0,0
GJ_Bharuch,6,0,0
GJ_Bharuch,7,0,0
GJ_Bharuch,8,0,0
GJ_Bharuch,9,0,0
GJ_Bharuch,10,0,0
GJ_Bharuch,11,0,0
GJ_Bharuch,12,21576,12736
GJ_Bharuch,13,145268,16210
GJ_Bharuch,14,68355,67256
GJ_Bharuch,15,161298,16853
GJ_Bharuch,16,202552,46169
GJ_Bharuch,17,207187,63921
GJ_Bhavnagar,1,0,0
GJ_Bhavnagar,2,0,0
GJ_Bhavnagar,3,0,0
GJ_Bhavnagar,4,0,0
GJ_Bhavnagar,5,0,0
GJ_Bhavnagar,6,0,0
GJ_Bhavnagar,7,0,0
GJ_Bhavnagar,8,0,0
GJ_Bhavnagar,9,0,0
GJ_Bhavnagar,10,0,0
GJ_Bhavnagar,11,0,0
GJ_Bhavnagar,12,15659,7983
GJ_Bhavnagar,13,89664,9124
GJ_Bhavnagar,14,25069,44923
GJ_Bhavnagar,15,68725,6160
GJ_Bhavnagar,16,56125,26251
GJ_Bhavnagar,17,66666,38269
GJ_Bhavnagar,1,0,0
GJ_Bhavnagar,2,0,0
GJ_Bhavnagar,3,0,0
GJ_Bhavnagar,4,0,0
GJ_Bhavnagar,5,0,0
GJ_Bhavnagar,6,0,0
GJ_Bhavnagar,7,0,0
GJ_Bhavnagar,8,0,0
GJ_Bhavnagar,9,0,0
GJ_Bhavnagar,10,0,0
GJ_Bhavnagar,11,0,0
GJ_Bhavnagar,12,15659,7983
GJ_Bhavnagar,13,89664,9124
GJ_Bhavnagar,14,25069,44923
GJ_Bhavnagar,15,68725,6160
GJ_Bhavnagar,16,56125,26251
GJ_Bhavnagar,17,66666,38269
GJ_Botad,1,0,0
GJ_Botad,2,0,0
GJ_Botad,3,0,0
GJ_Botad,4,0,0
GJ_Botad,5,0,0
GJ_Botad,6,0,0
GJ_Botad,7,0,0
GJ_Botad,8,0,0
GJ_Botad,9,0,0
GJ_Botad,10,0,0
GJ_Botad,11,0,0
GJ_Botad,12,6061,4665
GJ_Botad,13,38903,4152
GJ_Botad,14,11512,16555
GJ_Botad,15,32565,7063
GJ_Botad,16,85150,12336
GJ_Botad,17,118661,17190
GJ_Chhota Udaipur,1,0,0
GJ_Chhota Udaipur,2,0,0
GJ_Chhota Udaipur,3,0,0
GJ_Chhota Udaipur,4,0,0
GJ_Chhota Udaipur,5,0,0
GJ_Chhota Udaipur,6,0,0
GJ_Chhota Udaipur,7,0,0
GJ_Chhota Udaipur,8,0,0
GJ_Chhota Udaipur,9,0,0
GJ_Chhota Udaipur,10,0,0
GJ_Chhota Udaipur,11,0,0
GJ_Chhota Udaipur,12,4319,4778
GJ_Chhota Udaipur,13,120896,7879
GJ_Chhota Udaipur,14,25569,23251
GJ_Chhota Udaipur,15,25199,41821
GJ_Chhota Udaipur,16,107144,26678
GJ_Chhota Udaipur,17,133313,49326
GJ_Dahod,1,0,0
GJ_Dahod,2,0,0
GJ_Dahod,3,0,0
GJ_Dahod,4,0,0
GJ_Dahod,5,0,0
GJ_Dahod,6,0,0
GJ_Dahod,7,0,0
GJ_Dahod,8,0,0
GJ_Dahod,9,0,0
GJ_Dahod,10,0,0
GJ_Dahod,11,0,0
GJ_Dahod,12,89970,22112
GJ_Dahod,13,140843,29033
GJ_Dahod,14,81852,77254
GJ_Dahod,15,58332,50373
GJ_Dahod,16,102542,55017
GJ_Dahod,17,233137,121388
GJ_Dang,1,0,0
GJ_Dang,2,0,0
GJ_Dang,3,0,0
GJ_Dang,4,0,0
GJ_Dang,5,0,0
GJ_Dang,6,0,0
GJ_Dang,7,0,0
GJ_Dang,8,0,0
GJ_Dang,9,0,0
GJ_Dang,10,0,0
GJ_Dang,11,0,0
GJ_Dang,12,2198,3592
GJ_Dang,13,25035,1513
GJ_Dang,14,3916,4353
GJ_Dang,15,6066,218
GJ_Dang,16,14060,3894
GJ_Dang,17,14368,4276
GJ_Devbhumi Dwarka,1,0,0
GJ_Devbhumi Dwarka,2,0,0
GJ_Devbhumi Dwarka,3,0,0
GJ_Devbhumi Dwarka,4,0,0
GJ_Devbhumi Dwarka,5,0,0
GJ_Devbhumi Dwarka,6,0,0
GJ_Devbhumi Dwarka,7,0,0
GJ_Devbhumi Dwarka,8,0,0
GJ_Devbhumi Dwarka,9,0,0
GJ_Devbhumi Dwarka,10,0,0
GJ_Devbhumi Dwarka,11,0,0
GJ_Devbhumi Dwarka,12,14762,6710
GJ_Devbhumi Dwarka,13,67281,7941
GJ_Devbhumi Dwarka,14,26717,34181
GJ_Devbhumi Dwarka,15,46378,18223
GJ_Devbhumi Dwarka,16,102765,22985
GJ_Devbhumi Dwarka,17,138587,46927
GJ_Gandhinagar,1,0,0
GJ_Gandhinagar,2,0,0
GJ_Gandhinagar,3,0,0
GJ_Gandhinagar,4,0,0
GJ_Gandhinagar,5,0,0
GJ_Gandhinagar,6,0,0
GJ_Gandhinagar,7,0,0
GJ_Gandhinagar,8,0,0
GJ_Gandhinagar,9,0,0
GJ_Gandhinagar,10,0,0
GJ_Gandhinagar,11,0,0
GJ_Gandhinagar,12,12676,4615
GJ_Gandhinagar,13,90946,12529
GJ_Gandhinagar,14,0,18644
GJ_Gandhinagar,15,82424,7943
GJ_Gandhinagar,16,72966,26099
GJ_Gandhinagar,17,57902,31664
GJ_Gandhinagar,1,0,0
GJ_Gandhinagar,2,0,0
GJ_Gandhinagar,3,0,0
GJ_Gandhinagar,4,0,0
GJ_Gandhinagar,5,0,0
GJ_Gandhinagar,6,0,0
GJ_Gandhinagar,7,0,0
GJ_Gandhinagar,8,0,0
GJ_Gandhinagar,9,0,0
GJ_Gandhinagar,10,0,0
GJ_Gandhinagar,11,0,0
GJ_Gandhinagar,12,12676,4615
GJ_Gandhinagar,13,90946,12529
GJ_Gandhinagar,14,0,18644
GJ_Gandhinagar,15,82424,7943
GJ_Gandhinagar,16,72966,26099
GJ_Gandhinagar,17,57902,31664
GJ_Gir Somnath,1,0,0
GJ_Gir Somnath,2,0,0
GJ_Gir Somnath,3,0,0
GJ_Gir Somnath,4,0,0
GJ_Gir Somnath,5,0,0
GJ_Gir Somnath,6,0,0
GJ_Gir Somnath,7,0,0
GJ_Gir Somnath,8,0,0
GJ_Gir Somnath,9,0,0
GJ_Gir Somnath,10,0,0
GJ_Gir Somnath,11,0,0
GJ_Gir Somnath,12,19075,8299
GJ_Gir Somnath,13,92886,10962
GJ_Gir Somnath,14,58211,32735
GJ_Gir Somnath,15,58705,17866
GJ_Gir Somnath,16,113419,17580
GJ_Gir Somnath,17,185022,58169
GJ_Jamnagar,1,0,0
GJ_Jamnagar,2,0,0
GJ_Jamnagar,3,0,0
GJ_Jamnagar,4,0,0
GJ_Jamnagar,5,0,0
GJ_Jamnagar,6,0,0
GJ_Jamnagar,7,0,0
GJ_Jamnagar,8,0,0
GJ_Jamnagar,9,0,0
GJ_Jamnagar,10,0,0
GJ_Jamnagar,11,0,0
GJ_Jamnagar,12,11430,4749
GJ_Jamnagar,13,66400,9241
GJ_Jamnagar,14,40686,32903
GJ_Jamnagar,15,113474,5294
GJ_Jamnagar,16,46073,21590
GJ_Jamnagar,17,54006,40868
GJ_Jamnagar,1,0,0
GJ_Jamnagar,2,0,0
GJ_Jamnagar,3,0,0
GJ_Jamnagar,4,0,0
GJ_Jamnagar,5,0,0
GJ_Jamnagar,6,0,0
GJ_Jamnagar,7,0,0
GJ_Jamnagar,8,0,0
GJ_Jamnagar,9,0,0
GJ_Jamnagar,10,0,0
GJ_Jamnagar,11,0,0
GJ_Jamnagar,12,11430,4749
GJ_Jamnagar,13,66400,9241
GJ_Jamnagar,14,40686,32903
GJ_Jamnagar,15,113474,5294
GJ_Jamnagar,16,46073,21590
GJ_Jamnagar,17,54006,40868
GJ_Junagadh,1,0,0
GJ_Junagadh,2,0,0
GJ_Junagadh,3,0,0
GJ_Junagadh,4,0,0
GJ_Junagadh,5,0,0
GJ_Junagadh,6,0,0
GJ_Junagadh,7,0,0
GJ_Junagadh,8,0,0
GJ_Junagadh,9,0,0
GJ_Junagadh,10,0,0
GJ_Junagadh,11,0,0
GJ_Junagadh,12,8590,2905
GJ_Junagadh,13,79511,8487
GJ_Junagadh,14,0,17088
GJ_Junagadh,15,0,2195
GJ_Junagadh,16,42070,18068
GJ_Junagadh,17,52644,20161
GJ_Junagadh,1,0,0
GJ_Junagadh,2,0,0
GJ_Junagadh,3,0,0
GJ_Junagadh,4,0,0
GJ_Junagadh,5,0,0
GJ_Junagadh,6,0,0
GJ_Junagadh,7,0,0
GJ_Junagadh,8,0,0
GJ_Junagadh,9,0,0
GJ_Junagadh,10,0,0
GJ_Junagadh,11,0,0
GJ_Junagadh,12,8590,2905
GJ_Junagadh,13,79511,8487
GJ_Junagadh,14,0,17088
GJ_Junagadh,15,0,2195
GJ_Junagadh,16,42070,18068
GJ_Junagadh,17,52644,20161
GJ_Kheda,1,0,0
GJ_Kheda,2,0,0
GJ_Kheda,3,0,0
GJ_Kheda,4,0,0
GJ_Kheda,5,0,0
GJ_Kheda,6,0,0
GJ_Kheda,7,0,0
GJ_Kheda,8,0,0
GJ_Kheda,9,0,0
GJ_Kheda,10,0,0
GJ_Kheda,11,0,0
GJ_Kheda,12,32882,18731
GJ_Kheda,13,222048,18200
GJ_Kheda,14,61210,76998
GJ_Kheda,15,115984,40205
GJ_Kheda,16,183420,39920
GJ_Kheda,17,248415,73430
GJ_Kutch,1,0,0
GJ_Kutch,2,0,0
GJ_Kutch,3,0,0
GJ_Kutch,4,0,0
GJ_Kutch,5,0,0
GJ_Kutch,6,0,0
GJ_Kutch,7,0,0
GJ_Kutch,8,0,0
GJ_Kutch,9,0,0
GJ_Kutch,10,0,0
GJ_Kutch,11,0,0
GJ_Kutch,12,54719,21729
GJ_Kutch,13,156351,31543
GJ_Kutch,14,67308,63477
GJ_Kutch,15,134782,14103
GJ_Kutch,16,207752,49368
GJ_Kutch,17,290167,85514
GJ_Mahisagar,1,0,0
GJ_Mahisagar,2,0,0
GJ_Mahisagar,3,0,0
GJ_Mahisagar,4,0,0
GJ_Mahisagar,5,0,0
GJ_Mahisagar,6,0,0
GJ_Mahisagar,7,0,0
GJ_Mahisagar,8,0,0
GJ_Mahisagar,9,0,0
GJ_Mahisagar,10,0,0
GJ_Mahisagar,11,0,0
GJ_Mahisagar,12,22331,8998
GJ_Mahisagar,13,169314,19867
GJ_Mahisagar,14,49029,46903
GJ_Mahisagar,15,34961,32871
GJ_Mahisagar,16,88547,18216
GJ_Mahisagar,17,62411,94769
GJ_Mehsana,1,0,0
GJ_Mehsana,2,0,0
GJ_Mehsana,3,0,0
GJ_Mehsana,4,0,0
GJ_Mehsana,5,0,0
GJ_Mehsana,6,0,0
GJ_Mehsana,7,0,0
GJ_Mehsana,8,0,0
GJ_Mehsana,9,0,0
GJ_Mehsana,10,0,0
GJ_Mehsana,11,0,0
GJ_Mehsana,12,45108,16005
GJ_Mehsana,13,237698,30165
GJ_Mehsana,14,94052,102375
GJ_Mehsana,15,182424,15480
GJ_Mehsana,16,209384,83252
GJ_Mehsana,17,178364,109608
GJ_Morbi,1,0,0
GJ_Morbi,2,0,0
GJ_Morbi,3,0,0
GJ_Morbi,4,0,0
GJ_Morbi,5,0,0
GJ_Morbi,6,0,0
GJ_Morbi,7,0,0
GJ_Morbi,8,0,0
GJ_Morbi,9,0,0
GJ_Morbi,10,0,0
GJ_Morbi,11,0,0
GJ_Morbi,12,12581,4644
GJ_Morbi,13,75437,6777
GJ_Morbi,14,24003,36983
GJ_Morbi,15,48059,9879
GJ_Morbi,16,104762,17621
GJ_Morbi,17,160042,27484
GJ_Narmada,1,0,0
GJ_Narmada,2,0,0
GJ_Narmada,3,0,0
GJ_Narmada,4,0,0
GJ_Narmada,5,0,0
GJ_Narmada,6,0,0
GJ_Narmada,7,0,0
GJ_Narmada,8,0,0
GJ_Narmada,9,0,0
GJ_Narmada,10,0,0
GJ_Narmada,11,0,0
GJ_Narmada,12,5963,6631
GJ_Narmada,13,88328,4622
GJ_Narmada,14,31753,25847
GJ_Narmada,15,19774,19469
GJ_Narmada,16,62725,10252
GJ_Narmada,17,75588,51265
GJ_Navsari,1,0,0
GJ_Navsari,2,0,0
GJ_Navsari,3,0,0
GJ_Navsari,4,0,0
GJ_Navsari,5,0,0
GJ_Navsari,6,0,0
GJ_Navsari,7,0,0
GJ_Navsari,8,0,0
GJ_Navsari,9,0,0
GJ_Navsari,10,0,0
GJ_Navsari,11,0,0
GJ_Navsari,12,25635,15618
GJ_Navsari,13,178676,15552
GJ_Navsari,14,55285,80961
GJ_Navsari,15,65031,20672
GJ_Navsari,16,144984,35079
GJ_Navsari,17,149858,61463
GJ_Panchmahal,1,0,0
GJ_Panchmahal,2,0,0
GJ_Panchmahal,3,0,0
GJ_Panchmahal,4,0,0
GJ_Panchmahal,5,0,0
GJ_Panchmahal,6,0,0
GJ_Panchmahal,7,0,0
GJ_Panchmahal,8,0,0
GJ_Panchmahal,9,0,0
GJ_Panchmahal,10,0,0
GJ_Panchmahal,11,0,0
GJ_Panchmahal,12,32495,14914
GJ_Panchmahal,13,181032,19184
GJ_Panchmahal,14,61667,81858
GJ_Panchmahal,15,63066,27195
GJ_Panchmahal,16,122038,19298
GJ_Panchmahal,17,197854,60553
GJ_Patan,1,0,0
GJ_Patan,2,0,0
GJ_Patan,3,0,0
GJ_Patan,4,0,0
GJ_Patan,5,0,0
GJ_Patan,6,0,0
GJ_Patan,7,0,0
GJ_Patan,8,0,0
GJ_Patan,9,0,0
GJ_Patan,10,0,0
GJ_Patan,11,0,0
GJ_Patan,12,22269,12560
GJ_Patan,13,108273,10432
GJ_Patan,14,46047,45858
GJ_Patan,15,82790,14035
GJ_Patan,16,133186,36789
GJ_Patan,17,160912,63114
GJ_Porbandar,1,0,0
GJ_Porbandar,2,0,0
GJ_Porbandar,3,0,0
GJ_Porbandar,4,0,0
GJ_Porbandar,5,0,0
GJ_Porbandar,6,0,0
GJ_Porbandar,7,0,0
GJ_Porbandar,8,0,0
GJ_Porbandar,9,0,0
GJ_Porbandar,10,0,0
GJ_Porbandar,11,0,0
GJ_Porbandar,12,26390,7167
GJ_Porbandar,13,97471,16317
GJ_Porbandar,14,17792,51636
GJ_Porbandar,15,24932,4664
GJ_Porbandar,16,64345,13431
GJ_Porbandar,17,81615,35905
GJ_Rajkot,1,0,0
GJ_Rajkot,2,0,0
GJ_Rajkot,3,0,0
GJ_Rajkot,4,0,0
GJ_Rajkot,5,0,0
GJ_Rajkot,6,0,0
GJ_Rajkot,7,0,0
GJ_Rajkot,8,0,0
GJ_Rajkot,9,0,0
GJ_Rajkot,10,0,0
GJ_Rajkot,11,0,0
GJ_Rajkot,12,35816,12687
GJ_Rajkot,13,181035,21927
GJ_Rajkot,14,114332,92921
GJ_Rajkot,15,293877,14302
GJ_Rajkot,16,112449,82576
GJ_Rajkot,17,182854,102885
GJ_Rajkot,1,0,0
GJ_Rajkot,2,0,0
GJ_Rajkot,3,0,0
GJ_Rajkot,4,0,0
GJ_Rajkot,5,0,0
GJ_Rajkot,6,0,0
GJ_Rajkot,7,0,0
GJ_Rajkot,8,0,0
GJ_Rajkot,9,0,0
GJ_Rajkot,10,0,0
GJ_Rajkot,11,0,0
GJ_Rajkot,12,35816,12687
GJ_Rajkot,13,181035,21927
GJ_Rajkot,14,114332,92921
GJ_Rajkot,15,293877,14302
GJ_Rajkot,16,112449,82576
GJ_Rajkot,17,182854,102885
GJ_Sabarkantha,1,0,0
GJ_Sabarkantha,2,0,0
GJ_Sabarkantha,3,0,0
GJ_Sabarkantha,4,0,0
GJ_Sabarkantha,5,0,0
GJ_Sabarkantha,6,0,0
GJ_Sabarkantha,7,0,0
GJ_Sabarkantha,8,0,0
GJ_Sabarkantha,9,0,0
GJ_Sabarkantha,10,0,0
GJ_Sabarkantha,11,0,0
GJ_Sabarkantha,12,46425,16438
GJ_Sabarkantha,13,142285,31548
GJ_Sabarkantha,14,67176,59209
GJ_Sabarkantha,15,82709,14558
GJ_Sabarkantha,16,137370,28399
GJ_Sabarkantha,17,202155,65534
GJ_Surat,1,0,0
GJ_Surat,2,0,0
GJ_Surat,3,0,0
GJ_Surat,4,0,0
GJ_Surat,5,0,0
GJ_Surat,6,0,0
GJ_Surat,7,0,0
GJ_Surat,8,0,0
GJ_Surat,9,0,0
GJ_Surat,10,0,0
GJ_Surat,11,0,0
GJ_Surat,12,62159,31708
GJ_Surat,13,551178,28711
GJ_Surat,14,197899,206943
GJ_Surat,15,493218,46886
GJ_Surat,16,476294,221170
GJ_Surat,17,666338,247130
GJ_Surat,1,0,0
GJ_Surat,2,0,0
GJ_Surat,3,0,0
GJ_Surat,4,0,0
GJ_Surat,5,0,0
GJ_Surat,6,0,0
GJ_Surat,7,0,0
GJ_Surat,8,0,0
GJ_Surat,9,0,0
GJ_Surat,10,0,0
GJ_Surat,11,0,0
GJ_Surat,12,62159,31708
GJ_Surat,13,551178,28711
GJ_Surat,14,197899,206943
GJ_Surat,15,493218,46886
GJ_Surat,16,476294,221170
GJ_Surat,17,666338,247130
GJ_Surendranagar,1,0,0
GJ_Surendranagar,2,0,0
GJ_Surendranagar,3,0,0
GJ_Surendranagar,4,0,0
GJ_Surendranagar,5,0,0
GJ_Surendranagar,6,0,0
GJ_Surendranagar,7,0,0
GJ_Surendranagar,8,0,0
GJ_Surendranagar,9,0,0
GJ_Surendranagar,10,0,0
GJ_Surendranagar,11,0,0
GJ_Surendranagar,12,28888,9868
GJ_Surendranagar,13,89867,8586
GJ_Surendranagar,14,25218,37066
GJ_Surendranagar,15,110370,17523
GJ_Surendranagar,16,206920,33592
GJ_Surendranagar,17,277488,27936
GJ_Tapi,1,0,0
GJ_Tapi,2,0,0
GJ_Tapi,3,0,0
GJ_Tapi,4,0,0
GJ_Tapi,5,0,0
GJ_Tapi,6,0,0
GJ_Tapi,7,0,0
GJ_Tapi,8,0,0
GJ_Tapi,9,0,0
GJ_Tapi,10,0,0
GJ_Tapi,11,0,0
GJ_Tapi,12,12949,7665
GJ_Tapi,13,81592,2559
GJ_Tapi,14,27397,23267
GJ_Tapi,15,61514,6484
GJ_Tapi,16,85504,30898
GJ_Tapi,17,80821,37126
GJ_Vadodara,1,0,0
GJ_Vadodara,2,0,0
GJ_Vadodara,3,0,0
GJ_Vadodara,4,0,0
GJ_Vadodara,5,0,0
GJ_Vadodara,6,0,0
GJ_Vadodara,7,0,0
GJ_Vadodara,8,0,0
GJ_Vadodara,9,0,0
GJ_Vadodara,10,0,0
GJ_Vadodara,11,0,0
GJ_Vadodara,12,49384,19099
GJ_Vadodara,13,227530,36798
GJ_Vadodara,14,181419,122068
GJ_Vadodara,15,384518,5798
GJ_Vadodara,16,199799,110539
GJ_Vadodara,17,184025,155970
GJ_Vadodara,1,0,0
GJ_Vadodara,2,0,0
GJ_Vadodara,3,0,0
GJ_Vadodara,4,0,0
GJ_Vadodara,5,0,0
GJ_Vadodara,6,0,0
GJ_Vadodara,7,0,0
GJ_Vadodara,8,0,0
GJ_Vadodara,9,0,0
GJ_Vadodara,10,0,0
GJ_Vadodara,11,0,0
GJ_Vadodara,12,49384,19099
GJ_Vadodara,13,227530,36798
GJ_Vadodara,14,181419,122068
GJ_Vadodara,15,384518,5798
GJ_Vadodara,16,199799,110539
GJ_Vadodara,17,184025,155970
GJ_Valsad,1,0,0
GJ_Valsad,2,0,0
GJ_Valsad,3,0,0
GJ_Valsad,4,0,0
GJ_Valsad,5,0,0
GJ_Valsad,6,0,0
GJ_Valsad,7,0,0
GJ_Valsad,8,0,0
GJ_Valsad,9,0,0
GJ_Valsad,10,0,0
GJ_Valsad,11,0,0
GJ_Valsad,12,27997,16083
GJ_Valsad,13,176697,19935
GJ_Valsad,14,42804,78123
GJ_Valsad,15,92617,20992
GJ_Valsad,16,168629,48857
GJ_Valsad,17,233163,85216
HP_Bilaspur,1,0,0
HP_Bilaspur,2,0,0
HP_Bilaspur,3,0,0
HP_Bilaspur,4,0,0
HP_Bilaspur,5,0,0
HP_Bilaspur,6,0,0
HP_Bilaspur,7,0,0
HP_Bilaspur,8,0,0
HP_Bilaspur,9,0,0
HP_Bilaspur,10,0,0
HP_Bilaspur,11,0,0
HP_Bilaspur,12,6984,3084
HP_Bilaspur,13,60118,2831
HP_Bilaspur,14,53166,29116
HP_Bilaspur,15,15845,294
HP_Bilaspur,16,87142,33400
HP_Bilaspur,17,62903,31359
HP_Bilaspur,1,0,0
HP_Bilaspur,2,0,0
HP_Bilaspur,3,0,0
HP_Bilaspur,4,0,0
HP_Bilaspur,5,0,0
HP_Bilaspur,6,0,0
HP_Bilaspur,7,0,0
HP_Bilaspur,8,0,0
HP_Bilaspur,9,0,0
HP_Bilaspur,10,0,0
HP_Bilaspur,11,0,0
HP_Bilaspur,12,6984,3084
HP_Bilaspur,13,60118,2831
HP_Bilaspur,14,53166,29116
HP_Bilaspur,15,15845,294
HP_Bilaspur,16,87142,33400
HP_Bilaspur,17,62903,31359
HP_Chamba,1,0,0
HP_Chamba,2,0,0
HP_Chamba,3,0,0
HP_Chamba,4,0,0
HP_Chamba,5,0,0
HP_Chamba,6,0,0
HP_Chamba,7,0,0
HP_Chamba,8,0,0
HP_Chamba,9,0,0
HP_Chamba,10,0,0
HP_Chamba,11,0,0
HP_Chamba,12,4287,4046
HP_Chamba,13,57133,3199
HP_Chamba,14,42286,15796
HP_Chamba,15,33726,1185
HP_Chamba,16,73334,25611
HP_Chamba,17,88718,32561
HP_Kangra,1,0,0
HP_Kangra,2,0,0
HP_Kangra,3,0,0
HP_Kangra,4,0,0
HP_Kangra,5,0,0
HP_Kangra,6,0,0
HP_Kangra,7,0,0
HP_Kangra,8,0,0
HP_Kangra,9,0,0
HP_Kangra,10,0,0
HP_Kangra,11,0,0
HP_Kangra,12,15788,11674
HP_Kangra,13,168645,10373
HP_Kangra,14,174228,61875
HP_Kangra,15,99722,3187
HP_Kangra,16,285328,98242
HP_Kangra,17,305854,147167
HP_Kinnaur,1,0,0
HP_Kinnaur,2,0,0
HP_Kinnaur,3,0,0
HP_Kinnaur,4,0,0
HP_Kinnaur,5,0,0
HP_Kinnaur,6,0,0
HP_Kinnaur,7,0,0
HP_Kinnaur,8,0,0
HP_Kinnaur,9,0,0
HP_Kinnaur,10,0,0
HP_Kinnaur,11,0,0
HP_Kinnaur,12,3094,1504
HP_Kinnaur,13,14850,874
HP_Kinnaur,14,5507,6279
HP_Kinnaur,15,6876,66
HP_Kinnaur,16,38036,10433
HP_Kinnaur,17,3807,3747
HP_Kullu,1,0,0
HP_Kullu,2,0,0
HP_Kullu,3,0,0
HP_Kullu,4,0,0
HP_Kullu,5,0,0
HP_Kullu,6,0,0
HP_Kullu,7,0,0
HP_Kullu,8,0,0
HP_Kullu,9,0,0
HP_Kullu,10,0,0
HP_Kullu,11,0,0
HP_Kullu,12,4862,4122
HP_Kullu,13,52567,2947
HP_Kullu,14,43308,20850
HP_Kullu,15,20362,411
HP_Kullu,16,80625,28542
HP_Kullu,17,88925,30465
HP_Lahaul and Spiti,1,0,0
HP_Lahaul and Spiti,2,0,0
HP_Lahaul and Spiti,3,0,0
HP_Lahaul and Spiti,4,0,0
HP_Lahaul and Spiti,5,0,0
HP_Lahaul and Spiti,6,0,0
HP_Lahaul and Spiti,7,0,0
HP_Lahaul and Spiti,8,0,0
HP_Lahaul and Spiti,9,0,0
HP_Lahaul and Spiti,10,0,0
HP_Lahaul and Spiti,11,0,0
HP_Lahaul and Spiti,12,1548,458
HP_Lahaul and Spiti,13,4823,226
HP_Lahaul and Spiti,14,1821,2599
HP_Lahaul and Spiti,15,1866,20
HP_Lahaul and Spiti,16,9349,4188
HP_Lahaul and Spiti,17,7132,1104
HP_Mandi,1,0,0
HP_Mandi,2,0,0
HP_Mandi,3,0,0
HP_Mandi,4,0,0
HP_Mandi,5,0,0
HP_Mandi,6,0,0
HP_Mandi,7,0,0
HP_Mandi,8,0,0
HP_Mandi,9,0,0
HP_Mandi,10,0,0
HP_Mandi,11,0,0
